period,source,target,mode,route,flow_persons
早高峰,TYGY,T_10,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N40 -> N39 -> T_25 -> N38 -> T_10,0.59
早高峰,CYGY,T_4,b,CYGY -> N28 -> XYST -> N12 -> N11 -> N10 -> N14 -> T_4,5.06
早高峰,GYGY,T_4,c,GYGY -> N61 -> N33 -> N31 -> GYST -> N28 -> XYST -> N12 -> N11 -> N10 -> N14 -> T_4,0.45
早高峰,XYGY,T_4,c,XYGY -> N12 -> N11 -> N10 -> N14 -> T_4,2.36
早高峰,CYGY,T_4,c,CYGY -> N28 -> XYST -> N12 -> N11 -> N10 -> N14 -> T_4,1.01
早高峰,TYGY,T_25,b,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N40 -> N39 -> T_25,12.87
早高峰,TYGY,T_7,b,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7,28.96
早高峰,TYGY,T_8,b,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N42 -> T_8,12.87
早高峰,TYGY,T_9,b,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N49 -> N48 -> T_9,3.22
早高峰,XYGY,T_8,p,XYGY -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N49 -> T_8,26.46
早高峰,TYGY,T_8,p,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N49 -> T_8,14.33
早高峰,TYGY,T_25,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N49 -> T_8 -> N40 -> N39 -> T_25,1.17
早高峰,TYGY,T_7,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7,1.76
早高峰,TYGY,T_9,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9,1.76
早高峰,TYGY,T_10,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9 -> N38 -> T_10,1.76
早高峰,CYGY,T_10,p,CYGY -> N28 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9 -> N38 -> T_10,6.62
早高峰,GYGY,T_25,c,GYGY -> N61 -> N33 -> N46 -> N47 -> T_9 -> N38 -> T_25,4.05
早高峰,CYGY,T_9,b,CYGY -> N28 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9,4.73
早高峰,XYGY,T_9,c,XYGY -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9,1.26
早高峰,XYGY,T_10,c,XYGY -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9 -> N38 -> T_10,0.95
早高峰,GYGY,T_2,c,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N29 -> XYST -> N12 -> N11 -> N15 -> T_2,1.35
早高峰,GYGY,T_4,c,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N29 -> XYST -> N12 -> N11 -> N10 -> N14 -> T_4,1.35
早高峰,CYGY,T_10,c,CYGY -> N28 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9 -> N38 -> T_10,1.89
早高峰,CYGY,T_9,c,CYGY -> N28 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9,0.94
早高峰,TYGY,T_8,b,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N49 -> T_8,16.09
早高峰,TYGY,T_9,b,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9,9.65
早高峰,TYGY,T_10,b,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9 -> N38 -> T_10,32.18
早高峰,GYGY,T_25,b,GYGY -> N61 -> N60 -> N33 -> N46 -> N47 -> T_9 -> N38 -> T_25,19.8
早高峰,TYGY,T_7,p,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7,4.09
早高峰,TYGY,T_9,p,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9,20.47
早高峰,TYGY,T_10,p,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9 -> N38 -> T_10,20.47
早高峰,XYGY,T_9,b,XYGY -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9,20.79
早高峰,XYGY,T_10,b,XYGY -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9 -> N38 -> T_10,20.79
早高峰,GYGY,T_25,p,GYGY -> N61 -> N60 -> N33 -> N46 -> N47 -> T_9 -> N38 -> T_25,12.6
早高峰,TYGY,T_25,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N49 -> N48 -> T_25,1.17
早高峰,XYGY,T_9,p,XYGY -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9,13.23
早高峰,XYGY,T_10,p,XYGY -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9 -> N38 -> T_10,13.23
早高峰,CYGY,T_9,p,CYGY -> N28 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9,12.29
早高峰,GYGY,T_4,p,GYGY -> N61 -> N33 -> N31 -> GYST -> N29 -> XYST -> N12 -> N11 -> N10 -> N14 -> T_4,5.51
早高峰,CYGY,T_10,b,CYGY -> N28 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9 -> N38 -> T_10,9.65
早高峰,TYGY,T_8,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N49 -> T_8,0.59
早高峰,TYGY,T_10,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9 -> N38 -> T_10,0.59
早高峰,XYGY,T_8,c,XYGY -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N49 -> T_8,0.32
早高峰,CYGY,T_8,c,CYGY -> N28 -> GYST -> N32 -> T_7 -> N49 -> T_8,0.4
早高峰,TYGY,T_25,b,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N49 -> N48 -> T_25,6.44
早高峰,TYGY,T_25,p,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N40 -> N39 -> T_25,4.09
早高峰,TYGY,T_9,b,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9,28.96
早高峰,GYGY,T_25,b,GYGY -> N61 -> N33 -> N46 -> N47 -> T_9 -> N38 -> T_25,12.38
早高峰,XYGY,T_25,p,XYGY -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N49 -> T_8 -> N41 -> N39 -> T_25,17.64
早高峰,XYGY,T_3,p,XYGY -> N12 -> N11 -> N10 -> N9 -> N8 -> N7 -> TYGY -> N3 -> T_3,26.46
早高峰,XYGY,T_8,p,XYGY -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N49 -> T_8,2.2
早高峰,TYGY,T_8,p,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N49 -> T_8,2.05
早高峰,TYGY,T_9,p,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9,2.05
早高峰,TYGY,T_10,p,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9 -> N38 -> T_10,2.05
早高峰,CYGY,T_25,p,CYGY -> N28 -> GYST -> N32 -> T_7 -> N49 -> T_8 -> N41 -> N39 -> T_25,22.68
早高峰,XYGY,T_9,b,XYGY -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9,1.73
早高峰,XYGY,T_10,b,XYGY -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9 -> N38 -> T_10,1.73
早高峰,GYGY,T_25,p,GYGY -> N61 -> N33 -> N46 -> N47 -> T_9 -> N38 -> T_25,7.88
早高峰,GYGY,T_3,b,GYGY -> N61 -> N33 -> N31 -> GYST -> N28 -> XYST -> N12 -> N11 -> N10 -> N9 -> N8 -> N7 -> TYGY -> N3 -> T_3,6.19
早高峰,GYGY,T_4,b,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N28 -> XYST -> N12 -> N11 -> N10 -> N14 -> T_4,6.19
早高峰,GYGY,T_8,b,GYGY -> N61 -> N33 -> N46 -> T_7 -> N49 -> T_8,4.95
早高峰,TYGY,T_25,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N41 -> N39 -> T_25,1.17
早高峰,XYGY,T_9,p,XYGY -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9,1.1
早高峰,XYGY,T_10,p,XYGY -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9 -> N38 -> T_10,1.1
早高峰,CYGY,T_3,p,CYGY -> N28 -> XYST -> N12 -> N11 -> N10 -> N9 -> N8 -> N7 -> TYGY -> N3 -> T_3,11.34
早高峰,CYGY,T_8,p,CYGY -> N28 -> GYST -> N32 -> T_7 -> N49 -> T_8,7.56
早高峰,GYGY,T_3,p,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N29 -> XYST -> N12 -> N11 -> N10 -> N9 -> N8 -> N7 -> TYGY -> N3 -> T_3,3.15
早高峰,GYGY,T_4,p,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N28 -> XYST -> N12 -> N11 -> N10 -> N14 -> T_4,3.15
早高峰,GYGY,T_8,p,GYGY -> N61 -> N60 -> N33 -> N46 -> T_7 -> N49 -> T_8,3.15
早高峰,XYGY,T_3,b,XYGY -> N12 -> N11 -> N10 -> N9 -> N8 -> N7 -> TYGY -> N3 -> T_3,9.45
早高峰,XYGY,T_8,b,XYGY -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N49 -> T_8,0.79
早高峰,CYGY,T_25,b,CYGY -> N28 -> GYST -> N32 -> T_7 -> N49 -> T_8 -> N41 -> N39 -> T_25,5.4
早高峰,GYGY,T_16,c,GYGY -> N61 -> N33 -> N31 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16,2.7
早高峰,XYGY,T_25,c,XYGY -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N49 -> T_8 -> N41 -> N39 -> T_25,5.04
早高峰,TYGY,T_7,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7,0.59
早高峰,TYGY,T_9,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9,2.93
早高峰,TYGY,T_10,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9 -> N38 -> T_10,3.51
早高峰,GYGY,T_25,c,GYGY -> N61 -> N60 -> N33 -> N46 -> N47 -> T_9 -> N38 -> T_25,2.25
早高峰,CYGY,T_3,b,CYGY -> N28 -> XYST -> N12 -> N11 -> N10 -> N9 -> N8 -> N7 -> TYGY -> N3 -> T_3,4.05
早高峰,CYGY,T_8,b,CYGY -> N28 -> GYST -> N32 -> T_7 -> N49 -> T_8,4.05
早高峰,XYGY,T_9,c,XYGY -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9,3.15
早高峰,XYGY,T_10,c,XYGY -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9 -> N38 -> T_10,3.46
早高峰,GYGY,T_3,c,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N29 -> XYST -> N12 -> N11 -> N10 -> N9 -> N8 -> N7 -> TYGY -> N3 -> T_3,1.58
早高峰,GYGY,T_4,c,GYGY -> N61 -> N33 -> N31 -> GYST -> N29 -> XYST -> N12 -> N11 -> N10 -> N14 -> T_4,1.58
早高峰,GYGY,T_8,c,GYGY -> N61 -> N60 -> N33 -> N46 -> T_7 -> N49 -> T_8,1.58
早高峰,XYGY,T_3,c,XYGY -> N12 -> N11 -> N10 -> N9 -> N8 -> N7 -> TYGY -> N3 -> T_3,1.89
早高峰,XYGY,T_8,c,XYGY -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N49 -> T_8,1.57
早高峰,CYGY,T_25,c,CYGY -> N28 -> GYST -> N32 -> T_7 -> N49 -> T_8 -> N41 -> N39 -> T_25,1.48
早高峰,CYGY,T_3,c,CYGY -> N28 -> XYST -> N12 -> N11 -> N10 -> N9 -> N8 -> N7 -> TYGY -> N3 -> T_3,0.81
早高峰,TYGY,T_25,b,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N49 -> T_8 -> N41 -> N39 -> T_25,45.05
早高峰,TYGY,T_25,p,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N41 -> N39 -> T_25,28.66
早高峰,XYGY,T_25,b,XYGY -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N41 -> N39 -> T_25,24.26
早高峰,GYGY,T_3,b,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N28 -> XYST -> N12 -> N11 -> N10 -> N9 -> N8 -> N7 -> TYGY -> N3 -> T_3,8.66
早高峰,GYGY,T_8,b,GYGY -> N61 -> N60 -> N33 -> N46 -> T_7 -> N49 -> T_8,4.95
早高峰,TYGY,T_25,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N41 -> N39 -> T_25,8.19
早高峰,GYGY,T_3,p,GYGY -> N61 -> N33 -> N31 -> GYST -> N28 -> XYST -> N12 -> N11 -> N10 -> N9 -> N8 -> N7 -> TYGY -> N3 -> T_3,5.51
早高峰,GYGY,T_8,p,GYGY -> N61 -> N33 -> N46 -> T_7 -> N49 -> T_8,3.15
早高峰,XYGY,T_8,b,XYGY -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N49 -> T_8,5.51
早高峰,TYGY,T_9,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9,0.59
早高峰,XYGY,T_1,p,XYGY -> N12 -> XYST -> N29 -> N44 -> T_6 -> N45 -> N18 -> T_1,11.02
早高峰,XYGY,T_1,c,XYGY -> N12 -> XYST -> N29 -> N44 -> T_6 -> N45 -> N18 -> T_1,3.15
早高峰,GYGY,T_3,c,GYGY -> N61 -> N33 -> N31 -> GYST -> N29 -> XYST -> N12 -> N11 -> N10 -> N9 -> N8 -> N7 -> TYGY -> N3 -> T_3,0.9
早高峰,GYGY,T_8,c,GYGY -> N61 -> N33 -> N46 -> T_7 -> N49 -> T_8,0.45
早高峰,TYGY,T_25,b,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N41 -> N39 -> T_25,19.3
早高峰,TYGY,T_25,p,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N49 -> T_8 -> N41 -> N39 -> T_25,12.29
早高峰,XYGY,T_25,b,XYGY -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N49 -> T_8 -> N41 -> N39 -> T_25,13.86
早高峰,XYGY,T_25,p,XYGY -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N41 -> N39 -> T_25,8.82
早高峰,TYGY,T_9,p,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9,4.09
早高峰,XYGY,T_1,b,XYGY -> N12 -> XYST -> N29 -> N44 -> T_6 -> N45 -> N18 -> T_1,15.59
早高峰,TYGY,T_25,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N49 -> T_8 -> N41 -> N39 -> T_25,4.68
早高峰,CYGY,T_25,b,CYGY -> N28 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N41 -> N39 -> T_25,2.7
早高峰,XYGY,T_25,c,XYGY -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N41 -> N39 -> T_25,2.52
早高峰,TYGY,T_8,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N49 -> T_8,2.34
早高峰,TYGY,T_10,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9 -> N38 -> T_10,2.34
早高峰,TYGY,T_8,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N42 -> T_8,2.93
早高峰,TYGY,T_25,b,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N41 -> N39 -> T_25,6.44
早高峰,TYGY,T_25,p,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N49 -> T_8 -> N41 -> N39 -> T_25,4.09
早高峰,TYGY,T_6,p,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N27 -> N24 -> T_1 -> N18 -> N45 -> T_6,14.33
早高峰,TYGY,T_1,b,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N27 -> N24 -> T_1,10.24
早高峰,TYGY,T_6,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N27 -> N24 -> T_1 -> N18 -> N45 -> T_6,4.1
早高峰,TYGY,T_9,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9,2.34
早高峰,TYGY,T_1,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N27 -> N24 -> T_1,2.05
早高峰,TYGY,T_1,p,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N27 -> N24 -> T_1,24.57
早高峰,TYGY,T_6,b,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N27 -> N24 -> T_1 -> N18 -> N45 -> T_6,19.31
早高峰,TYGY,T_8,p,TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N49 -> T_8,2.05
早高峰,TYGY,T_10,p,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9 -> N38 -> T_10,4.09
早高峰,TYGY,T_9,b,TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9,3.22
早高峰,CYGY,T_25,c,CYGY -> N28 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N41 -> N39 -> T_25,0.13
早高峰,TYGY,T_10,b,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9 -> N38 -> T_10,9.65
早高峰,TYGY,T_9,c,TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N46 -> N47 -> T_9,0.59
早高峰,GYGY,T_2,p,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N29 -> XYST -> N12 -> N11 -> N10 -> N14 -> T_2,0.79
早高峰,GYGY,T_3,p,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N28 -> XYST -> N12 -> N11 -> N10 -> N9 -> N8 -> N7 -> TYGY -> N3 -> T_3,0.79
早高峰,GYGY,T_4,p,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N29 -> XYST -> N12 -> N11 -> N10 -> N14 -> T_4,0.79
早高峰,XYGY,T_2,b,XYGY -> N12 -> N11 -> N10 -> N14 -> T_2,0.79
早高峰,CYGY,T_2,b,CYGY -> N28 -> XYST -> N12 -> N11 -> N10 -> N14 -> T_2,0.34
早高峰,GYGY,T_2,c,GYGY -> N61 -> N33 -> N31 -> GYST -> N28 -> XYST -> N12 -> N11 -> N10 -> N14 -> T_2,0.23
早高峰,GYGY,T_3,c,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N28 -> XYST -> N12 -> N11 -> N10 -> N9 -> N8 -> N7 -> TYGY -> N3 -> T_3,0.23
早高峰,XYGY,T_2,c,XYGY -> N12 -> N11 -> N10 -> N14 -> T_2,0.16
早高峰,CYGY,T_2,c,CYGY -> N28 -> XYST -> N12 -> N11 -> N10 -> N14 -> T_2,0.07
午高峰,T_16,SYJ,p,T_16 -> N16 -> N30 -> XYST -> N12 -> XYGY -> N13 -> SYJ,312.59
午高峰,T_25,SYJ,b,T_25 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N12 -> XYGY -> N13 -> SYJ,99.47
午高峰,T_16,TYGY,p,T_16 -> N15 -> T_2 -> N14 -> N4 -> TYGY,106.48
午高峰,T_25,SYJ,p,T_25 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N12 -> XYGY -> N13 -> SYJ,68.17
午高峰,T_6,SYJ,p,T_6 -> N44 -> N29 -> XYST -> N12 -> XYGY -> N13 -> SYJ,222.22
午高峰,T_5,SYJ,p,T_5 -> N16 -> N30 -> XYST -> N12 -> XYGY -> N13 -> SYJ,172.2
午高峰,T_10,SYJ,b,T_10 -> N38 -> T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N12 -> XYGY -> N13 -> SYJ,53.06
午高峰,T_16,SYJ,b,T_16 -> N16 -> N30 -> XYST -> N12 -> XYGY -> N13 -> SYJ,83.73
午高峰,T_9,SYJ,b,T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N12 -> XYGY -> N13 -> SYJ,72.69
午高峰,T_16,XYST,p,T_16 -> N16 -> N30 -> XYST,182.64
午高峰,T_16,XYGY,p,T_16 -> N16 -> N30 -> XYST -> N12 -> XYGY,80.94
午高峰,T_8,SYJ,b,T_8 -> N42 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N12 -> XYGY -> N13 -> SYJ,69.68
午高峰,T_1,SYJ,b,T_1 -> N25 -> N26 -> N27 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N12 -> XYGY -> N13 -> SYJ,51.61
午高峰,T_7,SYJ,p,T_7 -> N32 -> GYST -> N29 -> XYST -> N12 -> XYGY -> N13 -> SYJ,86.78
午高峰,T_16,TYST,p,T_16 -> N15 -> T_2 -> N14 -> TYST,171.02
午高峰,T_4,TYGY,p,T_4 -> N4 -> TYGY,165.63
午高峰,T_25,TYGY,b,T_25 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> N4 -> TYGY,45.84
午高峰,T_2,TYGY,p,T_2 -> N14 -> N4 -> TYGY,44.72
午高峰,T_10,SYJ,p,T_10 -> N38 -> T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N12 -> XYGY -> N13 -> SYJ,54.54
午高峰,T_4,TYST,p,T_4 -> N14 -> TYST,147.72
午高峰,T_3,SYJ,b,T_3 -> N5 -> N6 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N12 -> XYGY -> N13 -> SYJ,39.15
午高峰,T_9,SYJ,p,T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N12 -> XYGY -> N13 -> SYJ,92.52
午高峰,T_25,GYST,p,T_25 -> N48 -> N49 -> T_7 -> N32 -> GYST,54.5
午高峰,T_3,TYGY,p,T_3 -> N3 -> TYGY,140.86
午高峰,T_16,TYGY,b,T_16 -> N15 -> T_2 -> N14 -> N4 -> TYGY,38.03
午高峰,T_2,SYJ,p,T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N12 -> XYGY -> N13 -> SYJ,35.58
午高峰,T_2,TYST,p,T_2 -> N14 -> TYST,129.67
午高峰,T_7,GYST,p,T_7 -> N32 -> GYST,127.34
午高峰,T_8,SYJ,p,T_8 -> N42 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N12 -> XYGY -> N13 -> SYJ,42.23
午高峰,T_1,SYJ,p,T_1 -> N25 -> N26 -> N27 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N12 -> XYGY -> N13 -> SYJ,32.84
午高峰,T_1,TYGY,p,T_1 -> N25 -> N26 -> N27 -> T_2 -> N14 -> N4 -> TYGY,34.3
午高峰,T_5,TYGY,p,T_5 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> N4 -> TYGY,32.24
午高峰,T_16,GYGY,b,T_16 -> N16 -> N30 -> XYST -> N28 -> GYST -> N31 -> N33 -> N61 -> GYGY,20.82
午高峰,T_3,TYST,p,T_3 -> N4 -> N14 -> TYST,106.61
